gidx	chrom	start	end	srd	tpm	IQR	gid	n_tss
g16741	B07	153360809	153360863	+	0.419323919636215	30	Zm00001d021481	1
g16742	B07	153516486	153516683	-	4.054833895695398	89	Zm00001d021484	1
g16743	B07	153557556	153557806	-	7.709374705416433	65	Zm00001d021486	1
g16744	B07	153736532	153736660	+	1.3937236339467072	44	Zm00001d021487	1
g16745	B07	153824972	153825203	+	3.3144157003150356	142	Zm00001d021488	1
g16746	B07	153860344	153860440	-	0.8433507197411444	67	Zm00001d021489	1
g16747	B07	153919971	153920096	+	0.5357075319231075	91	Zm00001d021490	1
g16748	B07	153938831	153938970	+	5.893127494867604	28	Zm00001d021491	1
g16749	B07	153988319	153988584	-	5.305517833252231	161	Zm00001d021492	1
g16750	B07	154131277	154131411	-	6.706084599075345	43	Zm00001d021498	1
g16751	B07	154246053	154246222	+	3.220805694147347	63	Zm00001d021504	1
g16752	B07	154418844	154419205	-	17.01733630026307	173	Zm00001d021506	1
g16753	B07	154419316	154419433	+	2.833638159112252	25	Zm00001d021507	1
g16754	B07	154481671	154481908	+	94.88091713228805	24	Zm00001d021508	1
g16755	B07	154590406	154590543	+	34.05209589351119	7	Zm00001d021511	1
g16756	B07	154609100	154609365	+	9.837588764001092	123	Zm00001d021512	1
g16757	B07	154682573	154682932	+	8.46370901277833	65	Zm00001d021513	1
g16758	B07	154782539	154782998	+	63.825922816342654	81	Zm00001d021515	1
g16759	B07	154840262	154840414	-	11.36391924094779	83	Zm00001d021516	1
g16760	B07	154954687	154954857	-	8.854122300499686	55	Zm00001d021517	1
g16761	B07	154954969	154955138	+	7.956439893835258	48	Zm00001d021518	1
g16762	B07	154989481	154989669	+	4.08262082177962	69	Zm00001d021519	1
g16763	B07	154998911	154999149	-	3.086736808490014	137	Zm00001d021520	2
g16764	B07	155089431	155089461	+	0.4491020849007239	13	Zm00001d021521	1
g16765	B07	155097141	155097289	-	12.22270092560345	46	Zm00001d021522	1
g16766	B07	155138978	155139315	+	24.904284137864266	52	Zm00001d021524	1
g16767	B07	155153403	155153434	-	0.6213293075539498	11	Zm00001d021525	1
g16768	B07	155155950	155156158	-	43.24270466686028	77	Zm00001d021526	1
g16769	B07	155176656	155176852	+	2.108898693699936	110	Zm00001d021528	1
g16770	B07	155185990	155186194	-	1.2858575232671994	119	Zm00001d021529	1
g16771	B07	155252312	155252668	-	11.161357342511987	15	Zm00001d021532	2
g16772	B07	155266206	155266353	-	5.4685416243328016	84	Zm00001d021534	1
g16773	B07	155278714	155279292	+	12.06692037692436	376	Zm00001d021535	3
g16774	B07	155287414	155287671	-	32.26452511825167	39	Zm00001d021536	1
g16775	B07	155328615	155328747	+	2.355378881020667	59	Zm00001d021537	1
g16776	B07	155404121	155404582	+	9.02613073343393	329	Zm00001d021541	3
g16777	B07	155504598	155504669	-	0.8524173654208876	34	Zm00001d021544	1
g16778	B07	155507952	155508110	+	3.988847680145517	81	Zm00001d021545	1
g16779	B07	155528570	155528975	-	13.564007071258148	95	Zm00001d021546	1
g16780	B07	155647896	155648164	+	42.94906303213922	75	Zm00001d021551	1
g16781	B07	155738010	155738246	+	14.310146290586257	100	Zm00001d021553	1
g16782	B07	155779167	155779468	+	63.37397313480004	72	Zm00001d021554	1
g16783	B07	155897832	155898031	-	7.506795655448406	31	Zm00001d021557	1
g16784	B07	156001761	156001921	-	16.23648998488096	70	Zm00001d021558	1
g16785	B07	156178602	156201788	+	14.505997412660905	22967	Zm00001d021565	5
g16786	B07	156221511	156221863	-	10.957221751137714	245	Zm00001d021566	1
g16787	B07	156229909	156230136	-	50.816701359203634	98	Zm00001d021567	1
g16788	B07	156300344	156300362	-	0.5468593921459697	3	Zm00001d021569	1
g16789	B07	156416338	156416496	-	3.326127006294883	101	Zm00001d021570	2
g16790	B07	156435522	156435713	+	7.993010236994641	74	Zm00001d021572	1
g16791	B07	156466896	156466997	-	1.2369642182745466	36	Zm00001d021573	1
g16792	B07	156503775	156504018	-	21.87559262222683	112	Zm00001d021574	1
g16793	B07	156643549	156643561	-	2.9050821393252773	3	Zm00001d021576	1
g16794	B07	156773193	156773213	+	4.762006333197772	0	Zm00001d021579	1
g16795	B07	156785273	156785499	-	8.010462815401745	93	Zm00001d021580	1
g16796	B07	156881232	156881640	-	10.262284250270383	268	Zm00001d021582	2
g16797	B07	156890474	156890714	-	2.593625390361695	97	Zm00001d021583	1
g16798	B07	157108851	157109045	-	3.1635371289930863	154	Zm00001d021584	1
g16799	B07	157216120	157216396	+	31.83242745663399	40	Zm00001d021587	1
g16800	B07	157319951	157320096	+	0.9982642913619986	77	Zm00001d021588	1
g16801	B07	157432692	157433397	+	14.42158023978821	324	Zm00001d021591	4
g16802	B07	157533787	157533910	-	1.5046480639233666	77	Zm00001d021592	1
g16803	B07	157600967	157601087	-	21.21222575881312	24	Zm00001d021595	1
g16804	B07	157698187	157699095	-	8.424205710757041	803	Zm00001d021596	2
g16805	B07	157735240	157739089	+	10.067835682087996	385	Zm00001d021598	3
g16806	B07	157782225	157782491	+	24.565679389213614	101	Zm00001d021599	2
g16807	B07	157792261	157792543	+	5.011585436564306	201	Zm00001d021600	2
g16808	B07	157809399	157809575	-	6.613734516229094	167	Zm00001d021601	2
g16809	B07	157812449	157812463	+	0.6517815713972434	4	Zm00001d021602	1
g16810	B07	157873486	157873499	+	0.9065170820616394	2	Zm00001d021605	1
g16811	B07	157927437	157927533	+	0.8100067325113818	31	Zm00001d021607	1
g16812	B07	158036256	158036624	+	22.35298031749097	111	Zm00001d021609	2
g16813	B07	158048331	158048361	-	0.622489988660552	30	Zm00001d021610	1
g16814	B07	158095338	158095547	-	1.4538484241188545	69	Zm00001d021613	1
g16815	B07	158107581	158107935	+	13.791892648355159	156	Zm00001d021614	1
g16816	B07	158115473	158115866	-	83.0346476045092	16	Zm00001d021615	1
g16817	B07	158172485	158172541	-	1.6462851220835413	14	Zm00001d021617	1
g16818	B07	158180098	158180551	-	373.1112813696504	82	Zm00001d021620	1
g16819	B07	158202036	158202227	-	5.4142636145048275	64	Zm00001d021621	1
g16820	B07	158300937	158301276	+	16.074048528224886	144	Zm00001d021623	1
g16821	B07	158320850	158320944	-	1.1897061009896703	48	Zm00001d021624	1
g16822	B07	158451721	158451875	+	18.2221119876691	60	Zm00001d021626	1
g16823	B07	158520727	158521012	-	10.760540551678929	133	Zm00001d021627	3
g16824	B07	158527496	158527533	+	4.00812832853065	3	Zm00001d021628	1
g16825	B07	158563531	158563792	+	12.52749435830386	71	Zm00001d021629	2
g16826	B07	158601096	158601253	-	4.336033624247125	99	ENSRNA049477741	1
g16827	B07	158604807	158604824	+	8.969489984171874	3	Zm00001d021632	1
g16828	B07	158634547	158634783	+	5.257638234596924	107	Zm00001d021633	1
g16829	B07	158645311	158645478	+	5.351392092470104	14	Zm00001d021634	1
g16830	B07	158748377	158748589	+	2.506418142215731	130	Zm00001d021635	1
g16831	B07	158766573	158766733	-	5.359211592549699	54	Zm00001d021636	1
g16832	B07	158777478	158777657	-	3.5697774803875255	86	Zm00001d021638	1
g16833	B07	158893725	158893893	-	13.269528691378737	91	Zm00001d021641	1
g16834	B07	158942374	158942496	+	1.3341708308179685	65	Zm00001d021642	1
g16835	B07	158958829	158959078	+	15.918670291140876	53	Zm00001d021645	1
g16836	B07	158969583	158969732	-	3.554519238894635	41	Zm00001d021646	1
g16837	B07	159030957	159031087	+	0.9156695370830447	88	Zm00001d001263	1
g16838	B07	159034912	159034951	+	11.55446262657961	13	Zm00001d021647	1
g16839	B07	159047560	159047793	+	3.4946252811264196	149	Zm00001d021648	1
g16840	B07	159062047	159062279	+	1.6899636555737094	216	Zm00001d021649	2
g16841	B07	159150720	159150896	+	11.347121018255427	4	Zm00001d021652	1
g16842	B07	159157527	159157717	-	160.00982805400704	6	Zm00001d021653	1
g16843	B07	159175707	159175765	+	10.452933991631525	2	Zm00001d021654	1
g16844	B07	159190909	159190920	-	1.1960790624240325	6	Zm00001d021655	1
g16845	B07	159376073	159376284	+	2.5008103198688576	175	Zm00001d021659	1
g16846	B07	159477940	159482183	+	4.251781967886268	4183	Zm00001d021662	2
g16847	B07	159490866	159491364	-	84.97199271015043	15	Zm00001d021665	1
g16848	B07	159561196	159561478	+	11.19136340280513	138	Zm00001d021667	1
g16849	B07	159574163	159576200	-	399.20846197244055	30	Zm00001d021668	2
g16850	B07	159690962	159691080	+	6.04888543975301	24	Zm00001d021672	2
g16851	B07	159704407	159704447	-	13.79761771980407	7	Zm00001d021673	1
g16852	B07	159777774	159777798	+	4.323889268079182	7	Zm00001d021674	1
g16853	B07	159790673	159790850	-	6.034776653329852	92	Zm00001d021675	1
g16854	B07	159790925	159791039	+	2.8822632136331565	22	Zm00001d021676	1
g16855	B07	159831168	159831210	-	2.136466235650906	5	Zm00001d021677	1
g16856	B07	159836573	159836943	+	1.3163116488365392	293	Zm00001d021679	3
g16857	B07	159932816	159932841	+	0.6857634186959434	21	Zm00001d021682	1
g16858	B07	159950134	159950178	+	1.0366241630127302	28	Zm00001d021683	1
g16859	B07	160004426	160005995	+	1.9191713426916674	1451	Zm00001d021684	2
g16860	B07	160061108	160061237	+	3.2522668904535514	45	Zm00001d021686	1
g16861	B07	160074015	160074023	+	0.3284757237087092	8	Zm00001d021688	1
g16862	B07	160142136	160142410	-	9.764448983072901	39	Zm00001d021689	2
g16863	B07	160256625	160256829	+	5.0829143696730315	76	Zm00001d021690	1
g16864	B07	160360642	160360653	+	0.3911248677595493	6	Zm00001d021693	1
g16865	B07	160475863	160475930	-	0.7032308378013196	57	Zm00001d021696	1
g16866	B07	160601026	160601033	-	0.5602197597285864	4	Zm00001d021697	1
g16867	B07	160627631	160627819	-	25.967809367422387	41	Zm00001d021698	1
g16868	B07	160633104	160633285	-	12.938660969088085	61	Zm00001d021699	1
g16869	B07	160735343	160735367	+	0.36050320671564684	11	Zm00001d021700	1
g16870	B07	160740990	160741209	-	9.417906459168115	66	Zm00001d021701	1
g16871	B07	160752996	160753038	+	5.402291718235639	3	Zm00001d021702	1
g16872	B07	160760753	160761152	+	190.41954682609543	12	Zm00001d021703	1
g16873	B07	160767104	160767245	-	4.220663135666131	71	Zm00001d021704	1
g16874	B07	160792018	160792137	+	0.6524374238898264	70	Zm00001d021705	1
g16875	B07	160893537	160893795	+	27.134299458682136	14	Zm00001d021706	1
g16876	B07	160896095	160896284	+	29.351104412538263	8	Zm00001d021707	1
g16877	B07	160898596	160898935	+	10.16494235872565	241	Zm00001d021708	2
g16878	B07	160908502	160908715	+	55.704830278146176	4	Zm00001d021709	1
g16879	B07	160976001	160976198	+	13.148258718979793	69	Zm00001d021710	1
g16880	B07	160983542	160983667	-	9.797105486018719	6	Zm00001d021711	1
g16881	B07	161105992	161107701	+	2.3263395811160152	1572	Zm00001d021714	4
g16882	B07	161149956	161150111	-	2.2163699572944218	99	Zm00001d021715	1
g16883	B07	161224268	161224578	-	19.083430795221282	51	Zm00001d021716	1
g16884	B07	161353969	161354257	+	40.6952405864917	63	Zm00001d021718	1
g16885	B07	161363600	161363857	-	11.598400337066456	105	Zm00001d021719	1
g16886	B07	161416014	161416039	-	23.052239385580446	6	Zm00001d021720	1
g16887	B07	161424404	161424607	+	16.112462011181858	13	Zm00001d021721	1
g16888	B07	161471756	161471859	-	0.45889969632251176	44	Zm00001d021724	1
g16889	B07	161514453	161514573	-	0.9426256517512832	44	Zm00001d021726	1
g16890	B07	161522349	161522668	+	2.6241199991244653	183	Zm00001d021728	2
g16891	B07	161581851	161582079	-	5.522336580538301	143	Zm00001d021729	1
g16892	B07	161604931	161605463	-	25.45878177820243	176	Zm00001d021730	1
g16893	B07	161611253	161612177	-	26.782239205575436	767	Zm00001d021731	2
g16894	B07	161772549	161772575	-	13.152684338866052	2	Zm00001d021736	1
g16895	B07	161872996	161873145	-	8.411577876068051	42	Zm00001d021737	1
g16896	B07	161891164	161891257	+	2.778206499678887	84	Zm00001d021738	2
g16897	B07	161900181	161900385	-	6.2743090771261425	64	Zm00001d021739	1
g16898	B07	161905567	161905702	+	2.575726889130087	10	Zm00001d021740	1
g16899	B07	161990855	161991058	+	12.826176343343137	76	Zm00001d021741	1
g16900	B07	162066454	162066961	+	11.88107731018503	297	Zm00001d021744	2
g16901	B07	162092401	162092456	-	6.243523459557369	6	Zm00001d021745	1
g16902	B07	162140330	162140550	-	10.315464463263181	45	Zm00001d021746	1
g16903	B07	162170256	162170442	-	8.771309028478845	40	Zm00001d021748	1
g16904	B07	162175833	162175942	+	0.6658276398342893	94	Zm00001d021751	1
g16905	B07	162195076	162195241	-	25.044575619706425	7	Zm00001d021752	2
g16906	B07	162209892	162210087	-	5.805166772683821	43	Zm00001d021753	1
g16907	B07	162292257	162292520	+	7.438464305138183	207	Zm00001d021754	2
g16908	B07	162356251	162356409	+	0.551885701382759	64	Zm00001d021755	1
g16909	B07	162460412	162460432	-	0.9281868263931649	5	Zm00001d021757	1
g16910	B07	162468239	162468391	+	0.7578907071784031	96	Zm00001d021759	1
g16911	B07	162504680	162504889	+	3.247214169203017	88	Zm00001d001267	1
g16912	B07	162529062	162529083	-	0.47558089375822415	0	Zm00001d021761	1
g16913	B07	162567899	162567959	-	4.1659778340766955	11	Zm00001d021762	1
g16914	B07	162637625	162637837	-	127.63818563242	5	Zm00001d021763	1
g16915	B07	162642785	162642953	-	35.98984236911767	42	Zm00001d021764	1
g16916	B07	162761843	162763690	-	6.744877051530171	844	Zm00001d021770	3
g16917	B07	162780448	162780659	+	15.862020248616865	9	Zm00001d021773	1
g16918	B07	162834031	162834228	-	14.419947450746367	14	Zm00001d021774	1
g16919	B07	162848429	162848485	-	18.013014811193493	3	Zm00001d021775	1
g16920	B07	162867028	162867117	-	0.3633359362254473	51	Zm00001d021777	1
g16921	B07	162877382	162877816	-	52.70375484261188	71	Zm00001d021778	2
g16922	B07	162882529	162882542	-	0.7007934129067993	11	Zm00001d021779	1
g16923	B07	162910438	162910509	+	3.7505330058121715	2	Zm00001d021781	1
g16924	B07	162968940	162969318	+	557.6776134248698	54	Zm00001d021784	1
g16925	B07	162980292	162980634	-	10.88747917375327	149	Zm00001d021785	1
g16926	B07	162992393	162992480	+	1.2106666493854497	85	Zm00001d021787	1
g16927	B07	162999019	162999429	+	26.81190022358561	191	Zm00001d021788	2
g16928	B07	163027478	163027547	-	1.4252993756521615	38	Zm00001d021789	1
g16929	B07	163070018	163070335	+	38.01302686962019	9	Zm00001d021790	1
g16930	B07	163081134	163081314	-	2.070055532645086	127	Zm00001d021791	2
g16931	B07	163131780	163131847	+	0.45895583851700544	41	Zm00001d021799	1
g16932	B07	163155628	163155983	-	24.76129782587758	108	Zm00001d021802	1
g16933	B07	163276841	163277111	-	8.964997438419937	162	Zm00001d021803	2
g16934	B07	163320172	163320409	-	9.370867154540775	109	Zm00001d021805	1
g16935	B07	163338546	163338910	-	20.30091030198521	89	Zm00001d021806	1
g16936	B07	163441792	163454382	-	18.626370672881954	12094	Zm00001d021810	5
g16937	B07	163526706	163526916	-	2.687018843618211	99	Zm00001d021812	1
g16938	B07	163533674	163533966	-	69.70617246131488	4	Zm00001d021813	1
g16939	B07	163543259	163543494	+	36.445449313430615	77	Zm00001d021815	1
g16940	B07	163561972	163562235	-	15.56884421171023	55	Zm00001d021816	1
g16941	B07	163567378	163567651	-	4.470343985972151	179	Zm00001d021817	2
g16942	B07	163714595	163714944	+	10.841449968090929	114	Zm00001d021821	1
g16943	B07	163782588	163783024	-	35.46860197101825	118	Zm00001d021823	1
g16944	B07	163784570	163784749	-	7.866568340684185	67	Zm00001d021825	1
g16945	B07	163785504	163785681	+	2.471290475677366	114	Zm00001d021826	2
g16946	B07	163887633	163887867	-	5.288135515896867	113	Zm00001d021828	1
g16947	B07	164015249	164015353	+	3.9580099609633783	48	Zm00001d021829	1
g16948	B07	164030727	164034283	-	2.4436761726538414	3481	Zm00001d021830	2
g16949	B07	164099983	164100142	+	6.543597399847427	80	Zm00001d021831	1
g16950	B07	164117913	164118067	-	10.43300968816849	40	Zm00001d021834	1
g16951	B07	164166393	164166740	-	54.07607824066139	112	Zm00001d021835	1
g16952	B07	164172063	164172357	-	67.97493051644153	5	Zm00001d021836	2
g16953	B07	164311024	164311230	+	2.5829779167324944	97	Zm00001d021838	1
g16954	B07	164319199	164319468	-	19.794348140593033	16	Zm00001d021839	2
g16955	B07	164328217	164328447	+	12.189116832793388	86	Zm00001d021840	1
g16956	B07	164332182	164332404	-	7.190695536125844	95	Zm00001d021841	1
g16957	B07	164334588	164334834	+	2.4765197035942745	151	Zm00001d021842	2
g16958	B07	164342934	164342936	+	1.5660980227331938	0	Zm00001d021843	1
g16959	B07	164349949	164349978	+	0.6316659512205411	9	Zm00001d021844	1
g16960	B07	164384733	164384958	-	1.7836660853095896	134	Zm00001d021845	1
g16961	B07	164417794	164418068	-	15.915662752818067	82	Zm00001d021846	1
g16962	B07	164519864	164520261	-	108.54317537983724	12	Zm00001d021850	1
g16963	B07	164524415	164524615	-	9.074048717740533	193	Zm00001d021851	2
g16964	B07	164600162	164600162	-	0.6353620800454575	0	Zm00001d021857	1
g16965	B07	164642234	164645038	-	47.070388024563385	1013	Zm00001d021858	5
g16966	B07	164839933	164840136	-	2.5213314823400506	97	Zm00001d021861	1
g16967	B07	164882444	164882519	-	13.884264882729024	56	Zm00001d021864	1
g16968	B07	164893142	164893253	+	2.199178691663978	37	Zm00001d021866	1
g16969	B07	164951305	164951440	-	14.17506420307804	30	Zm00001d021867	1
g16970	B07	164951513	164951545	+	1.7607530967299054	5	Zm00001d021868	1
g16971	B07	164994503	164994810	+	1.4312289111881495	297	Zm00001d021869	2
g16972	B07	164999370	164999462	+	12.188291156690173	7	Zm00001d021870	1
g16973	B07	165021058	165021274	-	6.8685747345457004	79	Zm00001d021871	1
g16974	B07	165216338	165216401	+	0.7957876670005731	5	Zm00001d021873	1
g16975	B07	165222354	165222431	-	0.5316989425904254	58	Zm00001d021874	1
g16976	B07	165254181	165254446	+	9.836391405857999	87	Zm00001d021875	1
g16977	B07	165265640	165266038	+	4.445691222281127	242	Zm00001d021877	1
g16978	B07	165282275	165282713	+	26.793816739331028	95	Zm00001d021878	1
g16979	B07	165315418	165315697	+	10.513470733094262	161	Zm00001d021879	1
g16980	B07	165337527	165337804	-	37.28075860894078	110	Zm00001d021881	1
g16981	B07	165341187	165341316	+	191.91305214607513	2	Zm00001d021882	1
g16982	B07	165346115	165346142	-	0.5793386880734626	1	Zm00001d021883	1
g16983	B07	165495656	165496138	+	26.383713788224142	40	Zm00001d021890	2
g16984	B07	165505092	165508071	+	416.7570175796965	160	Zm00001d021891	4
g16985	B07	165542149	165542587	-	40.636114053479496	105	Zm00001d021893	1
g16986	B07	165624046	165624091	-	0.4358205993511929	15	Zm00001d021898	1
g16987	B07	165624269	165624397	+	2.1976264014020876	95	Zm00001d021899	1
g16988	B07	165631356	165631374	+	1.3858726242092527	6	Zm00001d021900	1
g16989	B07	165700462	165700472	-	4.5493380596522295	2	Zm00001d021901	1
g16990	B07	165711751	165711852	-	8.434318013677759	46	Zm00001d021902	1
g16991	B07	165716398	165716929	+	3.9034537471881543	293	Zm00001d021903	2
g16992	B07	165726361	165726823	+	7.101396113941604	249	Zm00001d021904	2
g16993	B07	165739879	165740184	+	486.6855502122779	10	Zm00001d021906	1
g16994	B07	165767660	165767803	+	7.445489134095674	77	Zm00001d021908	1
g16995	B07	165777164	165777296	-	1.1534239078618505	71	Zm00001d021909	1
g16996	B07	165811138	165811310	-	2.250274225996759	102	Zm00001d021913	1
g16997	B07	165860884	165861076	+	1.1115280206778635	99	Zm00001d021915	1
g16998	B07	165998129	165998376	-	13.600434868643697	146	Zm00001d021927	1
g16999	B07	166017960	166018221	-	20.519265937906113	8	Zm00001d021929	1
g17000	B07	166047005	166047618	-	21.31116918423815	66	Zm00001d021930	2
g17001	B07	166078388	166078488	+	0.8116340549791343	47	Zm00001d021931	1
g17002	B07	166087485	166089163	+	13.15695222566867	947	Zm00001d021932	4
g17003	B07	166114851	166114953	-	0.808569039329365	40	Zm00001d021933	1
g17004	B07	166183890	166183949	+	2.185456948755903	43	Zm00001d021934	2
g17005	B07	166376244	166376349	+	9.394776627191227	5	Zm00001d021935	1
g17006	B07	166383123	166383135	+	3.450840101207806	3	Zm00001d021936	1
g17007	B07	166552943	166552984	-	2.7619891895554614	11	Zm00001d021938	1
g17008	B07	166609052	166609108	-	0.48182116388683943	47	Zm00001d021942	1
g17009	B07	166619036	166619208	-	2.9512563721167977	33	Zm00001d021943	1
g17010	B07	166781715	166782646	-	10.862957842007734	234	Zm00001d021947	2
g17011	B07	166828549	166828601	+	3.5839013658638073	17	Zm00001d021948	1
g17012	B07	166838880	166838892	+	0.432185790681973	3	Zm00001d021949	1
g17013	B07	166914781	166915674	+	6.846179648313101	644	Zm00001d021950	4
g17014	B07	166927326	166927596	+	24.271564847773817	112	Zm00001d021951	1
g17015	B07	166935487	166936224	+	7.574373647418283	196	Zm00001d021952	2
g17016	B07	167040455	167040841	+	8.846891570516727	215	Zm00001d021954	1
g17017	B07	167050293	167050449	+	68.35119023039651	7	Zm00001d021955	1
g17018	B07	167095149	167095282	-	5.971402884624693	46	Zm00001d021956	1
g17019	B07	167124051	167124319	-	17.24981928155245	77	Zm00001d021958	1
g17020	B07	167131870	167132048	-	8.502920659048002	37	Zm00001d021960	1
g17021	B07	167204849	167205011	-	5.1508637548283716	51	Zm00001d021961	1
g17022	B07	167205415	167205619	+	23.934390437308696	64	Zm00001d021962	1
g17023	B07	167218496	167218623	+	9.554190431891534	4	Zm00001d021965	1
g17024	B07	167222998	167223249	+	19.704583461166294	100	Zm00001d021966	1
g17025	B07	167231694	167231807	-	2.0033539103515152	97	Zm00001d021967	1
g17026	B07	167235832	167236141	-	3.6079608770524114	205	Zm00001d021968	2
g17027	B07	167277691	167277734	-	1.5203011484561002	3	Zm00001d021971	1
g17028	B07	167331820	167332025	-	7.360891723988892	54	Zm00001d021972	1
g17029	B07	167371413	167371966	+	9.983870206526362	419	Zm00001d021973	5
g17030	B07	167392739	167392934	-	6.188122971841321	47	Zm00001d021974	1
g17031	B07	167428933	167429065	-	2.6242994468796708	57	Zm00001d021976	1
g17032	B07	167434369	167434395	-	0.4978198532933944	6	Zm00001d021977	1
g17033	B07	167479007	167479169	+	4.779180887885398	83	Zm00001d021978	1
g17034	B07	167510668	167511002	+	19.120712453038887	109	Zm00001d021979	1
g17035	B07	167520994	167521188	-	1.1250799356872847	105	Zm00001d021980	1
g17036	B07	167543240	167543583	+	6.213988869575021	235	Zm00001d021985	2
g17037	B07	167559988	167560000	-	0.8680489996590284	8	Zm00001d021988	1
g17038	B07	167647450	167647501	-	1.0896394264216829	9	Zm00001d021993	1
g17039	B07	167680329	167680405	+	2.6357944918263185	7	Zm00001d021995	1
g17040	B07	167723038	167723643	+	3.0443282067574664	581	Zm00001d021998	3
g17041	B07	167781459	167781583	+	10.853638339092884	84	Zm00001d021999	1
g17042	B07	167788908	167788966	+	3.1612726464966827	47	Zm00001d022000	1
g17043	B07	167819215	167819432	+	7.273386766044728	78	Zm00001d022003	1
g17044	B07	167828073	167828858	-	838.4321122703702	288	Zm00001d022005	1
g17045	B07	167848564	167848918	-	2.7399410175199295	184	Zm00001d022006	2
g17046	B07	167935171	167935408	-	3.7834218509387854	96	Zm00001d022010	1
g17047	B07	168053972	168058731	-	31.3427148692566	3010	Zm00001d022016	3
g17048	B07	168162583	168162605	-	6.148413276272059	5	Zm00001d022017	1
g17049	B07	168222594	168222604	+	0.5055581464328981	5	Zm00001d022022	1
g17050	B07	168225654	168225691	-	0.7937417187739138	28	Zm00001d022021	1
g17051	B07	168232051	168232297	+	9.402980552470654	101	Zm00001d022025	1
g17052	B07	168235496	168235511	+	0.2698765396941048	5	Zm00001d022026	1
g17053	B07	168265803	168265991	-	1.7101212541944095	74	Zm00001d022027	1
g17054	B07	168278514	168278719	-	1.2773142701668259	153	Zm00001d022028	1
g17055	B07	168307344	168308239	+	6.3402878956311195	91	Zm00001d022031	2
g17056	B07	168320429	168320600	-	28.260839418957996	2	Zm00001d022032	1
g17057	B07	168352351	168352359	-	1.9013244331089685	4	Zm00001d022035	1
g17058	B07	168395579	168395766	+	2.45897367394463	118	Zm00001d022037	2
g17059	B07	168404576	168404815	-	1.7316858639237778	173	Zm00001d022038	1
g17060	B07	168422030	168422193	-	9.99324576813619	58	Zm00001d022040	1
g17061	B07	168433687	168434507	-	24.427660727035732	49	Zm00001d022041	2
g17062	B07	168492930	168494976	-	202.4869617327157	6	Zm00001d022042	2
g17063	B07	168534490	168534696	+	9.240614041045339	62	Zm00001d022043	1
g17064	B07	168547991	168548268	-	5.046602520734763	73	Zm00001d022044	2
g17065	B07	168602410	168608998	+	7.636173738788238	6491	Zm00001d022045	2
g17066	B07	168698249	168698356	+	1.615572120370142	37	Zm00001d022046	1
g17067	B07	168849916	168850025	+	5.0825613994371	13	Zm00001d022048	1
g17068	B07	168873243	168873580	+	29.4658897455036	65	Zm00001d022049	1
g17069	B07	169040321	169040715	+	11.030314267283686	167	Zm00001d022050	2
g17070	B07	169065874	169065974	-	0.5190464197175693	64	Zm00001d022052	1
g17071	B07	169093490	169094148	-	69.87894246968263	5	Zm00001d022053	1
g17072	B07	169111071	169111095	-	0.32019409433220686	4	Zm00001d022055	1
g17073	B07	169127233	169127300	-	64.82647227214122	9	Zm00001d022057	1
g17074	B07	169141856	169142036	-	3.4596498715139776	64	Zm00001d022058	1
g17075	B07	169184419	169185211	+	72.0875763565001	310	Zm00001d022059	3
g17076	B07	169191321	169191499	-	8.614501268448835	78	Zm00001d022060	1
g17077	B07	169201106	169201193	-	0.7793311454492887	42	Zm00001d022063	1
g17078	B07	169202279	169202289	-	2.9131835865514955	2	ENSRNA049447389	1
g17079	B07	169205519	169205584	-	1.0296015441171729	52	Zm00001d022065	1
g17080	B07	169285441	169285500	+	1.474565290504537	24	Zm00001d022066	1
g17081	B07	169298093	169298146	-	2.3799870356666863	4	Zm00001d022069	1
g17082	B07	169433989	169434711	-	6.0578292260699875	711	Zm00001d022071	2
g17083	B07	169442407	169442928	-	24.858399529439215	139	Zm00001d022072	2
g17084	B07	169489021	169489029	+	0.7291915825894011	5	Zm00001d022073	1
g17085	B07	169511912	169511922	+	0.4658422925609205	4	Zm00001d022075	1
g17086	B07	169605758	169606216	+	5.90040736055233	290	Zm00001d022077	2
g17087	B07	169614362	169614568	+	4.985062950578617	78	Zm00001d022078	3
g17088	B07	169727741	169728080	+	5.101648082951516	306	Zm00001d022081	2
g17089	B07	169732696	169732919	-	11.096628327837744	32	Zm00001d022082	1
g17090	B07	169737491	169737593	-	1.090729559985945	51	Zm00001d022083	1
g17091	B07	169764937	169764952	+	1.0551843127834974	4	Zm00001d022084	1
g17092	B07	169769334	169769671	+	9.04690864919941	141	Zm00001d022085	1
g17093	B07	170007572	170007594	+	1.590020182912863	10	Zm00001d022089	1
g17094	B07	170116699	170116752	-	0.785320866257527	5	Zm00001d022092	1
g17095	B07	170210426	170210707	+	6.471584236120084	96	Zm00001d022096	1
g17096	B07	170257625	170257691	-	1.439387315631556	37	Zm00001d022099	1
g17097	B07	170336566	170336677	+	2.43136350676336	64	Zm00001d022101	1
g17098	B07	170350300	170350461	-	27.924180077129545	50	Zm00001d022102	1
g17099	B07	170381455	170382045	+	19.961462327305238	162	Zm00001d022103	2
g17100	B07	170515824	170517357	+	49.583350062262504	983	Zm00001d022106	2
g17101	B07	170521893	170522098	+	11.127291164192004	73	Zm00001d022107	1
g17102	B07	170556043	170556179	+	12.68902146346673	38	Zm00001d022108	1
g17103	B07	170564134	170564210	-	1.0018111012750355	5	Zm00001d022109	1
g17104	B07	170566982	170567140	+	7.692514076346235	58	Zm00001d022110	1
